Nome_csv,Squadra_csv,Ruolo,Media,ALG FCP,Punteggio FantaCalcioPedia,Solidità fantainvestimento,Resistenza infortuni,Ultimi Arrivi,In Crescita,Rischiosi,Fuoriclasse,Outsider,Titolari,Economici,Giovani,Infortunati,Buona Media,Goleador,Assistman,Rigorista,Sp. Piazzati,Presenze previste,Gol previsti,Assist previsti,MatchingKey,Id,R,RM,Nome_excel,Squadra_excel,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
vasquez d.,Empoli,P,53.5,52,62,40,60,,,,,,,,,,,,,,,30+,40/50,0,vasquez,6125.0,P,Por,vasquez d.,Empoli,7.0,5.0,2.0,7.0,5.0,2.0,14.0,14.0
vecino,Lazio,C,60.75,69,74,40,60,,,,,,,,,,Buona Media,,,,,21/30,3/5,0/3,vecino,181.0,C,M;C,vecino,Lazio,7.0,7.0,0.0,8.0,8.0,0.0,15.0,18.0
verdi simone,Como,C,60.5,65,77,60,40,,,,,,,,,,,Goleador,,Rigorista,,21/30,4/7,4/7,verdi,376.0,C,W;T,verdi,Como,8.0,9.0,-1.0,8.0,9.0,-1.0,18.0,20.0
vignato samuele,Monza,C,53.0,51,61,40,60,,,,,Outsider,,,,,,,,,,0/10,0/2,0/2,vignato,5879.0,C,T;A,vignato s.,Monza,3.0,2.0,1.0,3.0,2.0,1.0,5.0,4.0
vigorito,Como,P,50.75,35,48,40,80,,,,,,,,,,,,,,,0/10,0,0,vigorito,2809.0,P,Por,vigorito,Como,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
viola,Cagliari,C,53.75,56,59,60,40,,,,,,,,,,Buona Media,,,,,11/20,0/3,0/3,viola,440.0,C,C;T,viola,Cagliari,5.0,6.0,-1.0,5.0,6.0,-1.0,14.0,14.0
viti,Empoli,D,50.0,48,52,40,60,,,,,Outsider,,,,,,,,,,21/30,0/2,0/1,viti,5718.0,D,Dc,viti,Empoli,6.0,5.0,1.0,6.0,5.0,1.0,8.0,8.0
vitinha vitor manuel,Genoa,A,50.25,40,61,40,60,,,,,,,,,,,,Assistman,,,21/30,4/7,3/5,vitinha,6164.0,A,Pc,vitinha o.,Genoa,12.0,12.0,0.0,11.0,11.0,0.0,77.0,75.0
vlahovic,Juventus,A,75.5,93,89,60,60,,,,Fuoriclasse,,,,,,Buona Media,Goleador,,Rigorista,,21/30,20+,4/7,vlahovic,2841.0,A,Pc,vlahovic,Juventus,37.0,37.0,0.0,38.0,38.0,0.0,380.0,380.0
vlasic nikola,Torino,C,65.0,70,70,60,60,,,,,,,,,,,,,,,11/20,3/5,3/5,vlasic,5687.0,C,T,vlasic,Torino,14.0,15.0,-1.0,13.0,14.0,-1.0,41.0,39.0
vogliacco,Genoa,D,54.5,56,62,40,60,,,,,,,,,,,,,,,11/20,0,0,vogliacco,6245.0,D,Dd;Dc,vogliacco,Genoa,5.0,2.0,3.0,5.0,2.0,3.0,4.0,4.0
vojvoda,Torino,D,58.5,68,66,40,60,,,,,,,,,,Buona Media,,,,,21/30,0/2,0/2,vojvoda,4994.0,D,B;Dd;E,vojvoda,Torino,7.0,6.0,1.0,7.0,7.0,0.0,12.0,14.0
walukiewicz,Torino,D,51.25,62,63,40,40,,,,,,,,,,,,,,,11/20,0/1,0/1,walukiewicz,4374.0,D,Dc,walukiewicz,Torino,4.0,4.0,0.0,4.0,4.0,0.0,6.0,6.0
weah,Juventus,C,56.75,63,64,40,60,,,,,,,,,,,,Assistman,,,21/30,3/5,3/5,weah,4662.0,C,W,weah,Juventus,6.0,5.0,1.0,5.0,4.0,1.0,21.0,20.0
wieteska,Cagliari,D,51.75,45,62,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,wieteska,6464.0,D,Dc,wieteska,Cagliari,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0
yalcin guven,Genoa,A,48.0,56,56,20,60,,,,,,,,,,,,,,,0/10,0/3,0/3,yalcin,,,,,,,,,,,,,
yeboah john,Venezia,C,52.5,48,62,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,yeboah,6904.0,C,W;T,yeboah j.,Venezia,3.0,3.0,0.0,3.0,3.0,0.0,8.0,8.0
yildiz,Juventus,A,55.25,63,58,40,60,,,,,,,,,,,,,,,21/30,8/11,3/5,yildiz,6434.0,A,A,yildiz,Juventus,16.0,15.0,1.0,17.0,16.0,1.0,93.0,95.0
zaccagni mattia,Lazio,C,79.0,76,80,80,80,,,,Fuoriclasse,,,,,,Buona Media,Goleador,Assistman,,,21/30,8/11,4/7,zaccagni,632.0,C,W;A,zaccagni,Lazio,26.0,27.0,-1.0,26.0,26.0,0.0,148.0,148.0
zalewski nicola,Roma,C,56.5,62,64,40,60,,,,,,,,,,,,,,,21/30,3/5,0/3,zalewski,5422.0,C,W,zalewski,Roma,4.0,2.0,2.0,4.0,2.0,2.0,8.0,7.0
zampano,Venezia,D,54.0,51,65,40,60,,,,,,,,,,,,Assistman,,,21/30,0/3,3/5,zampano,1952.0,D,Dd;Ds;E,zampano,Venezia,5.0,5.0,0.0,6.0,6.0,0.0,8.0,10.0
zaniolo nicolo,Atalanta,C,68.25,74,79,60,60,,,,,,,,,,Buona Media,,Assistman,,,21/30,4/7,4/7,zaniolo,2766.0,C,T;A,zaniolo,Atalanta,12.0,13.0,-1.0,11.0,12.0,-1.0,28.0,28.0
zanoli,Genoa,D,60.5,56,66,40,80,,,,,Outsider,,,,,,,Assistman,,,21/30,0/2,0/3,zanoli,5527.0,D,Dd;E,zanoli,Genoa,6.0,6.0,0.0,6.0,6.0,0.0,9.0,9.0
zapata d.,Torino,A,68.0,87,85,60,40,,,,Fuoriclasse,,,,,,Buona Media,Goleador,,Rigorista,,11/20,4/7,4/7,zapata,608.0,A,Pc,zapata d.,Torino,25.0,25.0,0.0,25.0,25.0,0.0,172.0,170.0
zappa,Cagliari,D,59.5,70,68,40,60,,,,,,,,,,Buona Media,,Assistman,,,21/30,0/3,0/3,zappa,4461.0,D,B;Dd;E,zappa,Cagliari,6.0,6.0,0.0,7.0,7.0,0.0,10.0,12.0
zappacosta,Atalanta,D,65.0,72,68,60,60,,,,,,,,,,Buona Media,,Assistman,,,21/30,3/5,3/5,zappacosta,554.0,D,E,zappacosta,Atalanta,10.0,9.0,1.0,9.0,8.0,1.0,28.0,25.0
zarraga,Udinese,C,59.0,50,66,60,60,,,,,,,,,,Buona Media,,,,,21/30,0/2,0/3,zarraga,6212.0,C,M;C,zarraga,Udinese,3.0,3.0,0.0,4.0,4.0,0.0,6.0,8.0
zemura,Udinese,D,55.75,54,69,40,60,,,,,,,,,,,,,,,21/30,0/2,0/3,zemura,6211.0,D,Ds;E,zemura,Udinese,3.0,3.0,0.0,3.0,3.0,0.0,4.0,4.0
zerbin,Napoli,C,50.75,73,30,40,60,,,,,,,,,,,,,,,11/20,0/3,0/3,zerbin,5998.0,C,E;W,zerbin,Napoli,1.0,2.0,-1.0,1.0,2.0,-1.0,4.0,4.0
zielinski,Inter,C,75.0,80,80,80,60,,,,,,,,,,Buona Media,Goleador,,,,30+,8/11,3/5,zielinski,152.0,C,C;T,zielinski,Inter,10.0,11.0,-1.0,10.0,11.0,-1.0,25.0,25.0
zortea,Cagliari,D,57.5,69,61,40,60,,,,,Outsider,,,,,,Goleador,,,,21/30,3/5,3/5,zortea,4433.0,D,Dd;Ds;E,zortea,Cagliari,6.0,7.0,-1.0,7.0,8.0,-1.0,16.0,19.0
zurkowski,Empoli,C,60.75,59,64,60,60,,,,,,,,,,,Goleador,,,,11/20,0/3,3/5,zurkowski,4376.0,C,C;T,zurkowski,Empoli,9.0,10.0,-1.0,9.0,10.0,-1.0,23.0,23.0
